lat,lon
14.6611204,121.0269398
14.5670018,121.0085377
14.6813893,121.0838842
14.5895339,121.0649158
14.5660066,121.0285429
14.6923222,121.000437
14.6291826,120.9788339
14.6357877,120.9833188
14.5576551,121.0507503
14.5559684,121.0171948
14.5385724,120.9996441
14.5378217,121.0057679
14.697384,121.0131537
14.6374369,121.0737944
14.5539937,121.0227463
14.6281517,121.0651841
14.5797715,121.0920368
14.6583194,121.0127253
14.6402384,121.0438643
14.6765308,120.9944124
14.5632097,121.0559288
14.5883869,121.09443
14.5327463,121.0177881
14.6565005,121.024197
14.652536,121.0718724
14.6333002,121.0704014
14.6098299,120.9801257
14.6576603,121.0134449
14.6845781,120.988067
14.6439584,120.9990711
14.5645482,121.0160202
14.6267138,121.0707899
14.6509004,121.0912047
14.6019469,121.0301066
14.5878185,121.0020058
14.6609853,120.979646
14.6815028,121.0567624
14.6847896,120.9937622
14.556594,121.034142
14.5707331,121.0433981
14.5913953,121.0095847
14.5893967,121.0800372
14.5762372,121.0453261
14.6111514,121.0374851
14.6595036,121.0389643
14.5366811,120.9943956
14.6698982,121.0526891
14.5870865,121.0089489
14.6851152,121.0702586
14.6641813,121.0492727
14.6653955,121.0171656
14.6469769,121.036508
14.6592763,121.0284878
14.6797569,121.0522174
14.5502858,121.0390879
14.5791459,121.0716459
14.5409852,120.9796956
14.6508714,121.0445641
14.6953189,121.0970547
14.6344337,121.0553341
14.6014975,121.0125199
14.5390235,121.055158
14.6961805,121.08877
14.6572995,120.9876476
14.5961888,120.9894319
14.608288,121.0811453
14.6658611,121.0372568
14.5660643,121.0749908
14.5517794,121.043774
14.5503147,121.0481452
14.6036946,121.0168014
14.6974851,121.0861279
14.5896484,121.0350692
14.535283,121.0939125
14.7015786,121.0955806
14.5987834,121.0203258
14.665359,121.0081373
14.5656489,121.0909085
14.5730728,121.0746387
14.6209143,121.048463
14.602184,121.0480239
14.6497157,121.0017635
14.7011122,121.0763104
14.5407513,121.0847915
14.5922341,121.058905
14.6064035,121.0025862
14.5748904,121.0208138
14.6686333,121.0604974
14.6827909,121.0682677
14.6919641,120.9934412
14.6715178,121.0696055
14.6805837,120.9949848
14.6975627,121.0039229
14.5760892,121.0562722
14.6459383,121.0525486
14.6593919,121.0283664
14.5342391,121.0376111
14.5329873,121.0004312
14.5522856,121.0674844
14.589104,121.0227637
14.5357472,121.0011917
14.6649341,121.0498558
14.6382515,121.0359176
14.6806826,120.9877113
14.6918965,121.0348563
14.6459761,121.0526063
14.6721065,121.0376795
14.6554369,121.011545
14.6409401,121.010223
14.6472109,121.0520477
14.6650018,120.9920318
14.6532071,121.09488
14.5997789,120.9793053
14.674156,121.0731755
14.6279729,121.0469404
14.5765267,121.0398464
14.6969189,120.9914674
14.6785345,120.9863676
14.6903938,121.0859428
14.5517116,121.0863696
14.6615249,121.0619859
14.5991245,120.99941
14.6671677,121.0999212
14.5937154,121.0569818
14.6090503,120.992264
14.5730265,121.0304535
14.5903618,121.0064208
14.5879258,121.0623745
14.5888944,121.0225421
14.5874613,121.0038138
14.5545334,121.0141978
14.5557667,121.0017972
14.6006307,121.0341407
14.5572903,121.0589171
14.536655,121.0860441
14.6333221,120.9989473
14.6425755,121.0445082
14.579511,121.0260959
14.5839936,121.0485797
14.5344825,121.0873215
14.5464783,121.0168299
14.5443652,121.0468398
14.6861283,121.0307993
14.6633935,121.0684651
14.5770595,121.066476
14.5849451,121.0785106
14.6947461,121.0415737
14.686934,121.0927294
14.6335115,121.056342
14.6383881,121.0416935
14.5616752,121.0115142
14.5644727,121.0743294
14.5570024,121.0524875
14.5498158,121.060296
14.6864719,121.0887003
14.625955,120.9903241
14.6725732,121.0507697
14.5476152,121.0092154
14.6723425,121.0671224
14.6461007,121.0328639
14.6472058,121.0989455
14.5881351,121.0019843
14.5625524,121.0760745
14.6419843,121.0294145
14.65436,121.0490944
14.6031201,121.0220613
14.6108599,120.9964096
14.6601191,121.0739902
14.664551,121.0591181
14.6927768,121.0887846
14.5893159,121.0121294
14.5496144,121.0500416
14.6392173,121.0355213
14.6197551,121.0491707
14.6888208,121.0528806
14.5977119,121.041025
14.6446856,121.0213778
14.6898593,121.0656968
14.6510188,121.0315446
14.6634364,121.0498119
14.5951518,121.0638578
14.5781653,121.0386694
14.5844524,121.0559669
14.6377817,121.0661434
14.5747571,121.0071073
14.5565093,121.0873067
14.5571185,120.9936168
14.5728898,120.9807426
14.5364642,121.045371
14.6799798,121.0864254
14.5402583,121.0739582
14.6511665,121.0764894
14.6433942,121.0578097
14.5346032,121.0205023
14.5660326,121.0060666
14.5450585,121.0832104
14.5348398,121.0527288
14.5508369,121.0520395
14.5851267,121.0876876
14.6929948,121.0062578
14.5741954,121.0377263
14.5321727,121.004065
14.6004272,120.9924919
14.6607015,121.0579306
14.6703469,120.9806762
14.5813173,121.024417
14.6363457,121.0588069
14.6647986,121.0404009
14.5848314,121.0125844
14.5537995,120.9965945
14.5858522,121.0110864
14.6421629,121.0472643
14.64349,121.0085139
14.5825925,121.0905596
14.6412941,121.0723451
14.5691705,121.0063174
14.6062835,121.0310412
14.6901655,121.0398155
14.5686675,121.0551806
14.5810707,121.0092062
14.6255443,121.0946774
14.550448,121.0222002
14.6806073,120.9915922
14.6772397,121.0298946
14.68306,121.0356424
14.557587,121.0477368
14.5337455,121.0725863
14.6536226,120.9960836
14.6672038,121.013881
14.6758348,121.0481042
14.6988062,121.0773202
14.7013781,121.0205834
14.698214,121.0899236
14.6517553,121.0797
14.6085113,121.0541426
14.5341387,120.9889332
14.5563805,121.0785359
14.5365074,121.0706554
14.6223447,121.0788371
14.5737742,120.9896565
14.5359276,121.051903
14.6192645,120.9870155
14.6530125,121.047895
14.6922398,121.0360946
14.5934265,121.0896811
14.5522109,120.9863157
14.5407671,121.0974099
14.6937484,121.0989351
14.5502787,120.9833059
14.6288684,120.9908152
14.6554989,121.0130615
14.5718657,121.00043
14.5923049,121.0728706
14.6489078,121.0421524
14.6884932,121.0260529
14.585386,121.0770625
14.5787972,120.9820698
14.6481527,121.0666557
14.628117,121.0363545
14.6921745,121.0161764
14.5406721,121.0975933
14.5908493,120.9949683
14.6592762,121.0596873
14.6839955,121.0785753
14.5424473,121.0186937
14.6306362,121.0104876
14.5525651,121.011545
14.624158,121.0338733
14.6508903,121.0388587
14.610671,120.998413
14.6279003,121.0571684
14.5759897,121.0396504
14.6087586,121.0451934
14.5866292,121.0295258
14.6097657,121.0041751
14.6374305,121.073899
14.6451721,121.0278548
14.6546629,121.0761099
14.6716034,121.0162597
14.5470965,121.0573175
14.7015308,121.0438332
14.5915322,121.0144836
14.5347032,121.0579567
14.5526964,120.9921196
14.7024878,121.085625
14.6580454,120.9857516
14.6938964,121.0180762
14.6601612,121.0284445
14.6801205,121.0344779
14.6609725,121.0783102
14.5746563,121.0801037
14.6626864,121.0587003
14.5876216,121.0134177
14.6434645,121.0473526
14.6082337,121.0279814
14.6735325,121.0799195
14.5553942,121.0628569
14.5760369,121.0838385
14.5998397,121.0496034
14.6426999,121.0270692
14.5408993,120.9881764
14.6381225,121.0349389
14.6802995,121.0399798
14.5508831,121.0810667
14.5930611,121.0356182
14.6971282,121.0652621
14.5415393,121.0271468
14.5563549,121.0487421
14.6328482,121.0864606
14.601673,121.0123323
14.6070593,121.0554605
14.6753411,121.0618769
14.6620098,121.0201962
14.6562355,121.0490437
14.6576327,121.0218757
14.6478759,121.0878305
14.5347632,120.9846686
14.5942954,121.0811199
14.6897595,120.9957227
14.5562793,121.0608257
14.5603473,121.0198009
14.6159555,120.9990284
14.6377757,121.0402595
14.6878635,121.0162758
14.6381795,121.0359143
14.5906475,121.0604235
14.568086,121.0704678
14.5958619,121.0552121
14.6645833,121.0468307
14.5548186,121.0778784
14.5774114,121.0759903
14.5335226,121.0953083
14.5726141,120.993165
14.6653359,121.0020594
14.6322813,121.0839137
14.5533506,121.0536328
14.6975941,121.0529135
14.6192751,121.0920302
14.6919086,121.0181278
14.5349901,120.9952552
14.6272469,121.0230142
14.6988091,120.9796382
14.6534664,121.1020407
14.6826782,121.0477985
14.570578,121.0696482
14.5819084,121.0534021
14.6707692,121.0591207
14.5862554,121.0228633
14.6961092,120.9827344
14.5808566,121.029088
14.6558799,121.0300625
14.5335854,121.0635825
14.5591012,121.0893828
14.666864,121.0463722
14.6962497,121.032285
14.6705204,120.9854108
14.6885519,121.0016175
14.6850383,121.0900924
14.6787924,121.0294856
14.6630668,120.9895698
14.6569581,121.0571024
14.688628,121.0392411
14.689629,121.0020684
14.578519,121.0233361
14.636785,121.0196556
14.5607712,121.0875427
14.6992487,121.0888101
14.6221697,121.0561597
14.6542668,121.0351475
14.6909921,121.0788216
14.6688668,121.0092451
14.5437462,121.0115374
14.660591,121.0748477
14.6444085,121.0645271
14.6026286,121.0209641
14.610305,121.0229247
14.6811769,121.0131325
14.6732173,121.0057676
14.584377,121.0615931
14.5557507,121.0492944
14.6819463,121.0358946
14.6576541,120.9996543
14.6969325,120.9951323
14.5890687,121.0632719
14.5623176,121.0127831
14.5364252,121.0931493
14.6868012,120.993747
14.6593532,121.0000996
14.5959829,121.0766673
14.6218306,121.0337913
14.694627,121.0785795
14.6830574,121.0764695
14.5336589,120.9838005
14.6325267,121.0773348
14.700459,120.9787805
14.669767,121.0063159
14.6798588,121.0471051
14.6761156,120.9963477
14.6774305,120.9864239
14.5803608,121.0812584
14.6583988,121.0670308
14.5608961,121.0189208
14.6866672,121.0782072
14.6764439,121.0222135
14.5413978,121.0937172
14.6919972,121.0048161
14.6364803,121.0973493
14.6513067,121.0915604
14.6124689,121.0808869
14.5775215,121.0026307
14.6409515,121.0080819
14.6932114,121.0752123
14.6578814,121.012339
14.6808204,121.0455722
14.5589363,121.0576898
14.5860904,121.0372102
14.6851468,121.0400843
14.6402202,121.0628168
14.5818586,120.983662
14.6512654,121.0231447
14.5699187,121.0947346
14.7007963,121.0580304
14.5502409,121.0114858
14.6230411,121.0592924
14.5878177,121.0742829
14.663755,120.9918547
14.5890657,121.0721549
14.6989706,121.0420752
14.6086409,120.991241
14.6495158,121.0580452
14.5704088,120.9982832
14.5415231,121.019037
14.5872668,121.0611341
14.6521019,121.0239308
14.5975763,121.0360772
14.5600783,121.0565528
14.6236461,121.0292163
14.6977076,120.9994738
14.6716922,121.0525445
14.6043662,121.0197736
14.615008,121.0453179
14.6763254,121.0646784
14.5577993,121.0422537
14.6506815,121.0225768
14.6685247,120.9871168
14.6568847,120.9842424
14.6403653,120.9841995
14.6962424,121.0293841
14.5548595,120.9997283
14.6983512,120.9945628
14.6627746,121.0801573
14.5416795,121.0627665
14.6748821,120.9854009
14.6799465,121.05092
14.6162245,121.0712465
14.5464138,121.0931057
14.6211437,121.0457213
14.6158786,121.0150017
14.583309,121.0847191
14.5718047,121.0617855
14.5513437,121.0562682
14.5925117,120.9834757
14.6726128,121.0378488
14.578019,121.028038
14.6480131,121.0822032
14.6972632,121.0034619
14.6181737,121.0348789
14.5525616,121.0739909
14.65598,121.0475162
14.5868075,121.0025927
14.6187945,121.0915441
14.550669,121.0319245
14.5611606,121.0197294
14.7008324,121.0436861
14.6898335,121.0123033
14.5497197,121.0550762
14.6857747,121.0607437
14.5885634,121.0219629
14.6512134,121.0669116
14.6714724,121.0153669
14.6453861,120.9937653
14.6250381,121.0761879
14.6550068,121.0536511
14.6064972,121.0180053
14.5896692,121.0087026
14.6592951,121.0648454
14.6205639,121.0556258
14.639771,121.0793884
14.6999856,121.0098828
14.6683925,121.0435163
14.5823922,120.9844485
14.5871423,121.0595613
14.6922822,121.0944973
14.5813309,121.0061444
14.5816621,121.0735928
14.5385013,120.982478
14.6608474,121.0579345
14.5856974,121.062231
14.6003427,121.096144
14.649418,121.0521867
14.6452411,121.0522853
14.6826963,121.0370482
14.6550648,120.9990729
14.6508094,121.0623257
14.6494541,121.0001678
14.5829379,121.0327492
14.7042197,121.0650923
14.6468336,120.9990474
14.6791208,121.0278049
14.595892,120.9807226
14.5737429,121.0832806
14.570009,121.0324157
14.687941,121.0807962
14.6125812,121.037612
14.670922,120.992718
14.6155515,120.9969354
14.6773676,121.0075928
14.602695,121.038975
14.6131518,121.0886338
14.5363583,121.0881476
14.681737,121.018146
14.541173,120.9799267
14.6154817,121.0742482
14.5770633,120.9836383
14.5487642,121.0596979
14.6441336,121.0433708
14.6097033,121.0412403
14.5650885,121.0671217
14.6770477,121.0352095
14.6735196,121.0658048
14.5459748,121.0649867
14.5687393,120.9844822
14.6255101,121.066591
14.678472,120.9836727
14.5886426,120.9965768
14.558483,121.0644586
14.609146,121.0010634
14.6045368,120.9874758
14.586122,121.0278539
14.6902206,120.9795852
14.6210292,120.9963962
14.6239711,121.0553994
14.6326273,121.0447755
14.5675946,121.0224388
14.5620188,121.0827361
14.6933554,120.9967647
14.5499579,121.0114313
14.6870008,121.100756
14.6593463,121.0998802
14.6372677,120.9983839
14.6796936,121.0731041
14.6173001,121.0572836
14.5392743,121.0611481
14.6500805,121.0363138
14.5991422,121.0606094
14.6492231,120.9959892
14.5867172,121.0134262
14.6102555,121.0774829
14.6728111,120.9816397
14.6524507,121.0416341
14.6387631,121.0423308
14.658489,120.9996477
14.6174196,121.0835483
14.6900641,120.9857581
14.5471124,120.9869247
14.6005239,120.9886105
14.6888131,121.0315973
14.6545346,121.0132931
14.6469355,121.0250319
14.533693,121.0807898
14.6270053,121.0781957
14.6495871,121.0472788
14.6321327,121.0450418
14.6337816,121.0562577
14.5469356,121.0188138
14.6594198,121.0687097
14.5523472,121.0253016
14.5577545,121.0769448
14.6563944,121.0968057
14.6011718,121.0224643
14.6434912,121.059796
14.5425884,121.0088126
14.6866875,121.0836583
14.6615442,121.0099839
14.6791972,121.0881922
14.6776504,120.992101
14.6446883,121.0102472
14.6596948,121.0316643
14.5667117,121.045652
14.6669869,121.0873803
14.5921719,121.0171864
14.5694005,120.9920537
14.6943515,120.9798176
14.6876741,120.9966213
14.5753928,120.9866726
14.6313558,120.9855243
14.6935254,121.0516233
14.6521989,121.0182245
14.6840326,121.0756398
14.643958,120.9939502
14.5928537,120.9865649
14.5333796,121.0987474
14.6649254,121.0143634
14.6251676,121.084263
14.5324939,121.0719475
14.6917253,121.0961645
14.5481303,121.0367019
14.6062077,121.0756313
14.5801346,121.0462532
14.5833344,121.06053
14.6445151,120.984542
14.5722819,121.061703
14.5496791,121.0571461
14.6712648,120.9877901
14.5374322,121.0144777
14.586259,120.9817652
14.5465426,121.0152438
14.6969737,120.9951309
14.5922221,121.0689497
14.6506135,121.0511787
14.5663645,121.0472082
14.6444369,121.0081768
14.5656736,121.0914589
14.6834994,121.0333306
14.6761805,121.0646409
14.6861971,121.0389747
14.5980572,121.0342599
14.6679805,121.0307626
14.6976139,121.0028897
14.6674388,121.0447213
14.5357222,121.0895766
14.6959603,121.0774711
14.6039472,121.0211319
14.6287798,120.9901633
14.6030536,121.0236406
14.6618284,121.0829934
14.5604148,121.0694872
14.5403765,120.9930637
14.5526356,121.0567758
14.6977538,121.0523995
14.6577271,121.098127
14.677963,120.999512
14.5518229,121.0869082
14.6352417,121.0174049
14.6588172,121.025381
14.6586031,121.0355632
14.6437874,121.0027226
14.5582736,121.0455089
14.5629193,121.0538261
14.6930421,121.0315369
14.5783729,121.0817152
14.6606011,121.0929019
14.6610356,121.026987
14.5409162,121.0847694
14.5468738,120.9820969
14.6615525,121.0828273
14.6263644,121.0732225
14.6410869,121.0740896
14.573557,121.0138571
14.6102301,121.0277384
14.7018728,121.0454765
14.611706,121.0802856
14.6569321,121.099099
14.6038595,121.0326234
14.6499916,121.0715817
14.5385963,121.0532856
14.5884686,121.0800175
14.6728556,121.0678947
14.6849458,121.0051198
14.6920225,120.988328
14.6532373,121.101393
14.5522732,121.07378
14.6494191,121.0123075
14.6631383,121.0741988
14.6043996,121.0323445
14.6573007,120.9895504
14.632532,121.0153364
14.6672066,121.013723
14.6218618,120.9823917
14.6750819,121.0299305
14.6205155,121.0857423
14.5825919,121.0555047
14.693923,121.0064053
14.6448114,121.0993317
14.5710597,121.0613658
14.6015089,121.0019687
14.5849323,121.045413
14.6397088,121.0852061
14.7017219,121.0713094
14.6125167,121.0069471
14.65373,121.0103861
14.5955418,121.0595595
14.5615499,121.043038
14.5590573,121.0731493
14.6347753,121.0355855
14.5631207,121.0687794
14.6509592,121.0646104
14.5464849,121.0136818
14.6376928,121.0959324
14.5752089,121.0444125
14.619455,121.065846
14.5727964,121.0410017
14.551297,121.0775628
14.5521845,121.0837293
14.6424944,121.0544525
14.6621457,121.0647152
14.6427799,121.0343514
14.600228,121.0281158
14.5497881,121.0003947
14.5803615,121.0272535
14.6826899,121.0389187
14.6930372,121.0320164
14.6720795,120.9878223
14.6330602,121.0791381
14.641143,120.991715
14.6505588,121.0686984
14.6474222,121.0757096
14.6337444,121.0409999
14.555993,121.0359572
14.6469968,121.0612224
14.6411714,121.0335484
14.5764125,121.0169816
14.6763932,120.9950364
14.5844622,121.0367362
14.6105569,121.0678638
14.6503968,121.048762
14.580944,121.0401849
14.6342674,120.9895563
14.5800965,121.0696226
14.666613,121.0408259
14.6263301,120.990094
14.6407399,121.0848891
14.7001739,121.0831604
14.6488391,121.0921111
14.5860079,121.026037
14.7000749,121.0147875
14.6679377,121.0563873
14.6766609,121.0505424
14.628442,121.0436343
14.6437553,121.0644569
14.5828567,121.061616
14.6204513,121.0987877
14.6512568,121.0563205
14.5870734,121.075269
14.6811095,121.0847523
14.586019,120.9824167
14.5923835,120.9869872
14.601782,120.9870937
14.6471147,120.9909651
14.5780777,121.0036512
14.5700763,121.0801618
14.5577883,121.0588176
14.5752867,120.995478
14.6556543,121.0531763
14.6209194,121.0403072
14.5569443,121.007848
14.5537545,120.9871852
14.5824436,121.0152757
14.6469036,121.0626334
14.5412024,121.0540023
14.6197633,120.9889317
14.5801893,121.0503928
14.6199157,121.0796501
14.6920662,121.092287
14.6139469,121.0816255
14.5914408,121.0617037
14.649617,121.0588244
14.6445321,121.0648942
14.6440188,120.9939874
14.5976761,121.044689
14.5673928,121.0415531
14.6020521,120.9918582
14.5657913,121.0770089
14.5628514,121.0696884
14.697938,121.0039569
14.700461,121.0723579
14.6022931,120.9931961
14.7002744,120.9884954
14.5513537,121.0818102
14.5693448,121.0801051
14.560441,121.0404108
14.6608298,121.0606172
14.5728042,121.0816989
14.544756,121.0168947
14.5787309,120.9952265
14.6313148,121.039217
14.656591,121.0029539
14.6012847,121.0004756
14.5595712,120.9868799
14.5534624,121.0535217
14.698163,121.0993472
14.6247295,121.0913942
14.6949627,121.0544397
14.5903155,121.0700628
14.6024891,121.0657377
14.6937258,121.0345913
14.6774744,121.0296569
14.6010309,121.0899022
14.5603537,121.0882196
14.634393,121.0373837
14.6812868,121.0025758
14.6822483,120.9959435
14.5349053,121.0216967
14.5889878,120.9829759
14.5603389,121.0653428
14.6669929,121.036034
14.5515818,121.0182459
14.5413173,121.0011207
14.562373,121.0541232
14.652903,121.0234347
14.5673657,121.0512364
14.549335,121.0637614
14.691621,121.1004214
14.5976725,121.0322432
14.6858413,121.0406075
14.5435097,121.0520725
14.5445973,121.0487005
14.5979725,121.0362333
14.6594162,121.094831
14.5597962,121.0286934
14.6859156,120.9921963
14.6744511,121.0412411
14.5470976,121.056303
14.628125,121.0350093
14.6771226,121.0747584
14.6534492,121.0988143
14.5429249,121.0982775
14.5664399,121.0381403
14.5559751,120.9838216
14.612946,120.99188
14.688414,121.091809
14.6996869,121.0117795
14.5364783,120.9884077
14.5398611,121.0371543
14.6220722,120.9789912
14.5505329,121.0308919
14.551466,121.0912268
14.6865741,121.0238234
14.5868221,121.068251
14.6736558,121.0623119
14.5762362,121.0177924
14.6846008,121.0628745
14.5450738,120.9872491
14.6601875,121.0207377
14.5406777,121.0976123
14.6306374,120.9907771
14.6457836,121.090496
14.6482525,121.033134
14.5824351,120.9848923
14.5663623,121.0671473
14.6513588,121.0217409
14.6569542,121.070597
14.6904279,121.0028364
14.6681685,121.0458103
14.6556071,121.0925226
14.550919,121.0196592
14.6930093,120.983755
14.6749768,120.9791092
14.6307663,120.9826165
14.6064221,121.0026014
14.5883657,121.0018963
14.5621533,121.0279598
14.6695808,121.0514295
14.5900596,121.0800645
14.5825231,121.0978814
14.5516162,121.026715
14.631298,121.0720918
14.5981103,121.0057475
14.6866706,121.0874315
14.6723559,121.0636192
14.6873872,121.0354183
14.6528704,121.0747059
14.6523702,121.0877814
14.6680286,121.0085279
14.6679699,121.0907959
14.6105435,121.0550815
14.6208023,121.0463589
14.686417,121.0885572
14.5349669,121.0034826
14.656543,121.0029566
14.6032433,121.0748412
14.6821652,120.994054
14.687872,121.0949586
14.5740689,121.0875359
14.648092,121.0860161
14.5382322,121.052958
14.612112,121.0922004
14.5455569,121.0384336
14.6596103,121.0383734
14.63636,121.0637703
14.5507226,120.9902018
14.6535108,121.0463199
14.696976,121.0134588
14.5892922,121.0369942
14.6828929,121.0034193
14.5585398,121.0074358
14.6668466,121.0715903
14.5339218,121.0986187
14.5458277,120.9870344
14.7019399,121.0687131
14.6260609,121.0409169
14.5363583,121.0540441
14.5551633,121.0703989
14.6128946,121.0871845
14.6721956,121.0519439
14.6836745,121.0693068
14.6072324,121.0397136
14.5884791,121.0825941
14.6470428,121.0266235
14.6320332,121.0839624
14.5510945,120.9853663
14.5502718,121.086775
14.6993634,121.007448
14.6984097,121.0607163
14.6478332,121.0153218
14.5720307,121.0158698
14.5500759,121.037767
14.5662442,121.0332297
14.5869369,121.0212606
14.6092377,120.9809354
14.5587188,121.0579629
14.6073048,121.0176191
14.5858982,121.0581281
14.5530447,121.0650712
14.5472642,121.0524511
14.5895394,121.0099666
14.6090279,121.0205975
14.6077482,121.0796508
14.5862044,121.0279748
14.6013286,121.0648678
14.6619005,121.0097335
14.6219087,121.0647497
14.6391625,121.0355479
14.5395181,121.062681
14.6602802,121.015084
14.7003798,120.9897066
